,scale,result
1040,"Under modern economic conditions with women being active outside the home, men should share in household tasks such as washing dishes and doing the laundry","""Just because a woman works outside the home doesn't mean she's responsible for all the housework. Men, it's time to step up and share the load. #TeamEquality"""
1041,"Under modern economic conditions with women being active outside the home, men should share in household tasks such as washing dishes and doing the laundry","""Real men do laundry, wash dishes, and share household chores. Gender roles are outdated in today's society. #EqualOpportunities #HouseholdEquality"""
1042,"Under modern economic conditions with women being active outside the home, men should share in household tasks such as washing dishes and doing the laundry","""Equal gender roles in the home lead to a happier and more functional household. Ladies shouldn't be the only ones on dish duty #ShareTheLoad"""
1043,"Under modern economic conditions with women being active outside the home, men should share in household tasks such as washing dishes and doing the laundry","""The times they are a-changin': household chores are for everyone, regardless of gender. Embrace the dish detergent and laundry basket, gentlemen! #ModernEquality #DomesticDiversity"""
1044,"Under modern economic conditions with women being active outside the home, men should share in household tasks such as washing dishes and doing the laundry","It's 2021, and gender roles are outdated. Men should step up and take on household tasks just as much as women. Equality starts at home. #HouseworkHasNoGender"
1045,Men are as conceited about their appearance as women are,"""Gender doesn't determine vanity levels. Men and women alike deserve to feel confident and beautiful in their own skin. #SelfLove #GenderEquality"""
1046,Men are as conceited about their appearance as women are,"""Both genders deserve the spotlight to shine on their beauty and confidence #EqualityForAll"""
1047,Men are as conceited about their appearance as women are,"""Tossing out gender stereotypes like last season's fashion trends - Men can flaunt their looks just as much as women #SelfLoveHasNoGender"""
1048,Men are as conceited about their appearance as women are,"""Just walked past a group of guys adjusting their hair and checking their reflections. Who says only women are vain? #MensGroomingGameStrong"""
1049,Men are as conceited about their appearance as women are,"""Mirror mirror on the wall, who's the fairest of them all? We all know the answer, whether big or small."" #BeautyEquality"
1050,Parental authority and responsibility for discipline of the children should be equally divided between husband and wife,"""Sharing discipline duties creates a balanced home where both parents lead by example and foster respect and accountability in their children. #EqualParenting #ParentingGoals"""
1051,Parental authority and responsibility for discipline of the children should be equally divided between husband and wife,"""Raising happy and well-rounded kids requires teamwork! Let's break the traditional parenting roles and share the love and responsibility equally. 💪👩👨 #EqualParenting #ParentingTeamwork #PowerCouple"""
1052,Parental authority and responsibility for discipline of the children should be equally divided between husband and wife,"""Just because she's the 'mom' doesn't mean she should carry the entire burden of discipline. Dads, step it up and take equal responsibility #ParentingPartnership #TeamworkMakesTheDreamWork"""
